0,1,2,3
12.0,1.0,2.0,0.7457627118644068
8.0,19.0,2.0,
1.0,1.0,13.0,
18.0,9.0,5.0,0.711864406779661
2.0,12.0,0.0,
1.0,0.0,12.0,
14.0,2.0,1.0,0.8135593220338984
5.0,18.0,0.0,
2.0,1.0,16.0,
15.0,3.0,13.0,0.6101694915254238
6.0,18.0,1.0,
0.0,0.0,3.0,
8.0,0.0,1.0,0.6779661016949152
13.0,21.0,5.0,
0.0,0.0,11.0,
