0,1,2,3
17.0,2.0,2.0,0.8305084745762712
2.0,18.0,1.0,
2.0,1.0,14.0,
8.0,0.0,2.0,0.6949152542372882
13.0,21.0,3.0,
0.0,0.0,12.0,
13.0,1.0,3.0,0.7627118644067796
8.0,19.0,1.0,
0.0,1.0,13.0,
17.0,5.0,3.0,0.7627118644067796
3.0,15.0,1.0,
1.0,1.0,13.0,
10.0,0.0,2.0,0.7457627118644068
11.0,20.0,1.0,
0.0,1.0,14.0,
