0,1,2,3
4.0,1.0,1.0,0.4067796610169492
17.0,20.0,16.0,
0.0,0.0,0.0,
21.0,21.0,17.0,0.3559322033898305
0.0,0.0,0.0,
0.0,0.0,0.0,
4.0,1.0,1.0,0.4067796610169492
17.0,20.0,16.0,
0.0,0.0,0.0,
4.0,1.0,1.0,0.4067796610169492
17.0,20.0,16.0,
0.0,0.0,0.0,
4.0,1.0,1.0,0.4067796610169492
17.0,20.0,16.0,
0.0,0.0,0.0,
