0,1,2,3
16.0,2.0,4.0,0.7966101694915254
1.0,18.0,0.0,
4.0,1.0,13.0,
7.0,0.0,2.0,0.711864406779661
14.0,20.0,0.0,
0.0,1.0,15.0,
16.0,4.0,4.0,0.7796610169491526
1.0,17.0,0.0,
4.0,0.0,13.0,
16.0,1.0,3.0,0.7966101694915254
3.0,18.0,1.0,
2.0,2.0,13.0,
16.0,2.0,3.0,0.7966101694915254
4.0,17.0,0.0,
1.0,2.0,14.0,
