0,1,2,3
21.0,21.0,17.0,0.3559322033898305
0.0,0.0,0.0,
0.0,0.0,0.0,
7.0,2.0,2.0,0.4406779661016949
14.0,19.0,15.0,
0.0,0.0,0.0,
12.0,4.0,2.0,0.7288135593220338
9.0,17.0,1.0,
0.0,0.0,14.0,
4.0,0.0,2.0,0.423728813559322
17.0,21.0,15.0,
0.0,0.0,0.0,
0.0,1.0,0.0,0.3559322033898305
17.0,20.0,16.0,
4.0,0.0,1.0,
